lr,train_loss_step,train_acc_step,epoch,step,val_loss,val_acc,val_auroc_macro,train_loss_epoch,train_acc_epoch
9.000000318337698e-06,1.716796875,0.5,0,9,,,,,
1.8999999156221747e-05,0.71875,1.0,0,19,,,,,
2.9000000722589903e-05,2.8740234375,0.0,0,29,,,,,
3.899999865097925e-05,1.49658203125,0.5,0,39,,,,,
4.8999998398358e-05,2.16796875,0.0,0,49,,,,,
5.900000178371556e-05,1.927734375,0.0,0,59,,,,,
6.900000153109431e-05,0.381591796875,1.0,0,69,,,,,
7.899999764049426e-05,1.25830078125,0.5,0,79,,,,,
8.900000102585182e-05,2.232421875,0.0,0,89,,,,,
9.899999713525176e-05,1.239013671875,0.5,0,99,,,,,
9.999994654208422e-05,1.26416015625,0.0,0,109,,,,,
9.999977191910148e-05,0.93994140625,1.0,0,119,,,,,
9.99994736048393e-05,2.17578125,0.0,0,129,,,,,
9.999905159929767e-05,2.025390625,0.0,0,139,,,,,
9.999850590247661e-05,1.9208984375,0.0,0,149,,,,,
9.999782923841849e-05,2.23486328125,0.0,0,159,,,,,
9.999703615903854e-05,1.15283203125,0.25,0,169,,,,,
9.999611211242154e-05,2.20361328125,0.0,0,179,,,,,
9.99950643745251e-05,1.70751953125,0.0,0,189,,,,,
9.999389294534922e-05,0.974609375,1.0,0,199,,,,,
,,,0,199,1.5514745712280273,0.1820010095834732,0.6933247447013855,,
,,,0,199,,,,1.7629367113113403,0.3012499213218689
9.999259782489389e-05,0.81103515625,1.0,1,209,,,,,
9.999117901315913e-05,1.099609375,0.3333333432674408,1,219,,,,,
9.99896292341873e-05,2.173828125,0.0,1,229,,,,,
9.998796303989366e-05,1.365234375,0.3333333432674408,1,239,,,,,
9.998616587836295e-05,1.250244140625,0.3333333432674408,1,249,,,,,
9.998425230151042e-05,1.556640625,0.5,1,259,,,,,
9.998220775742084e-05,1.605224609375,0.3333333432674408,1,269,,,,,
9.998003952205181e-05,1.157470703125,0.5,1,279,,,,,
9.997774759540334e-05,1.42138671875,0.5,1,289,,,,,
9.997532470151782e-05,1.5838623046875,0.5,1,299,,,,,
9.997278539231047e-05,1.1689453125,0.25,1,309,,,,,
9.997012239182368e-05,1.0517578125,0.5,1,319,,,,,
9.996732842409983e-05,1.669677734375,0.5,1,329,,,,,
9.996441076509655e-05,0.5235595703125,1.0,1,339,,,,,
9.996137669077143e-05,1.382080078125,0.5,1,349,,,,,
9.995821164920926e-05,1.00341796875,0.3333333432674408,1,359,,,,,
9.995492291636765e-05,1.2666015625,0.3333333432674408,1,369,,,,,
9.99515104922466e-05,1.8087158203125,0.5,1,379,,,,,
9.994796710088849e-05,1.54638671875,0.5,1,389,,,,,
9.994430729420856e-05,0.2244873046875,1.0,1,399,,,,,
,,,1,399,1.4889132976531982,0.22674712538719177,0.7153882384300232,,
,,,1,399,,,,1.546196699142456,0.36166658997535706
9.994052379624918e-05,1.120361328125,0.25,2,409,,,,,
9.993660933105275e-05,1.37353515625,0.3333333432674408,2,419,,,,,
9.993257117457688e-05,1.384033203125,0.5,2,429,,,,,
9.992841660277918e-05,2.27978515625,0.0,2,439,,,,,
9.992413106374443e-05,0.359130859375,1.0,2,449,,,,,
9.991972183343023e-05,1.41552734375,0.0,2,459,,,,,
9.99151889118366e-05,0.68359375,1.0,2,469,,,,,
9.991053229896352e-05,1.501708984375,0.3333333432674408,2,479,,,,,
9.990574471885338e-05,2.1416015625,0.0,2,489,,,,,
9.990084072342142e-05,1.8057861328125,0.5,2,499,,,,,
9.989580576075241e-05,2.263671875,0.3333333432674408,2,509,,,,,
9.989065438276157e-05,1.0643310546875,0.5,2,519,,,,,
9.988537203753367e-05,0.96923828125,0.3333333432674408,2,529,,,,,
9.987997327698395e-05,1.21142578125,0.25,2,539,,,,,
9.987444354919717e-05,2.10986328125,0.0,2,549,,,,,
9.986879013013095e-05,1.76953125,0.0,2,559,,,,,
9.986301301978528e-05,1.56396484375,0.5,2,569,,,,,
9.985711221816018e-05,0.619384765625,1.0,2,579,,,,,
9.985108772525564e-05,1.59814453125,0.3333333432674408,2,589,,,,,
9.984493954107165e-05,1.2802734375,0.0,2,599,,,,,
,,,2,599,1.4240893125534058,0.2370537966489792,0.7556984424591064,,
,,,2,599,,,,1.4866294860839844,0.35749995708465576
9.983866038965061e-05,1.1201171875,1.0,3,609,,,,,
9.983226482290775e-05,1.60302734375,0.5,3,619,,,,,
9.982574556488544e-05,1.76806640625,0.0,3,629,,,,,
9.981909533962607e-05,1.19677734375,0.5,3,639,,,,,
9.981232142308727e-05,1.6318359375,0.3333333432674408,3,649,,,,,
9.980543109122664e-05,2.02734375,0.0,3,659,,,,,
9.979840979212895e-05,1.27490234375,0.5,3,669,,,,,
9.979126480175182e-05,1.012939453125,1.0,3,679,,,,,
9.978400339605287e-05,0.71533203125,1.0,3,689,,,,,
9.977661102311686e-05,1.23046875,0.3333333432674408,3,699,,,,,
9.97690949589014e-05,2.302734375,0.0,3,709,,,,,
9.976145520340651e-05,2.341796875,0.0,3,719,,,,,
9.975369175663218e-05,1.4287109375,0.3333333432674408,3,729,,,,,
9.97458046185784e-05,2.138671875,0.0,3,739,,,,,
9.973779378924519e-05,0.96337890625,0.5,3,749,,,,,
9.972965926863253e-05,1.62890625,0.0,3,759,,,,,
9.972140105674043e-05,0.97998046875,0.5,3,769,,,,,
9.97130191535689e-05,1.76611328125,0.0,3,779,,,,,
9.97045062831603e-05,0.60504150390625,1.0,3,789,,,,,
9.969587699742988e-05,0.205078125,1.0,3,799,,,,,
,,,3,799,1.5299596786499023,0.2245684564113617,0.7182567715644836,,
