lr,train_loss_step,train_acc_step,epoch,step,val_loss,val_acc,val_auroc_macro,train_loss_epoch,train_acc_epoch
9.000000318337698e-06,1.8486328125,0.0,0,9,,,,,
1.8999999156221747e-05,2.0732421875,0.0,0,19,,,,,
2.9000000722589903e-05,1.56103515625,0.5,0,29,,,,,
,,,0,37,1.6514146327972412,0.1666666716337204,0.7617424130439758,,
,,,0,37,,,,1.7206711769104004,0.32456138730049133
3.899999865097925e-05,2.12109375,0.0,1,39,,,,,
4.8999998398358e-05,2.3876953125,0.0,1,49,,,,,
5.900000178371556e-05,1.54638671875,0.3333333432674408,1,59,,,,,
6.900000153109431e-05,2.11083984375,0.5,1,69,,,,,
,,,1,75,1.516228437423706,0.375,0.8321759104728699,,
,,,1,75,,,,1.6869890689849854,0.3114035129547119
7.899999764049426e-05,1.063720703125,0.5,2,79,,,,,
8.900000102585182e-05,2.40478515625,0.0,2,89,,,,,
9.899999713525176e-05,0.792724609375,1.0,2,99,,,,,
9.999854228226468e-05,0.5355224609375,1.0,2,109,,,,,
,,,2,113,1.4770303964614868,0.2777777910232544,0.8443707823753357,,
,,,2,113,,,,1.4323056936264038,0.43421050906181335
9.999349276768044e-05,2.265625,0.0,3,119,,,,,
9.998484165407717e-05,1.01318359375,0.25,3,129,,,,,
9.997258894145489e-05,1.19622802734375,0.5,3,139,,,,,
9.995673462981358e-05,2.46533203125,0.0,3,149,,,,,
,,,3,151,1.3633288145065308,0.2638888955116272,0.8405618667602539,,
,,,3,151,,,,1.5746008157730103,0.34429821372032166
9.993727144319564e-05,3.921875,0.5,4,159,,,,,
9.99142139335163e-05,0.41455078125,1.0,4,169,,,,,
9.988755482481793e-05,1.3232421875,0.0,4,179,,,,,
9.985730139305815e-05,1.2890625,0.0,4,189,,,,,
,,,4,189,1.5646531581878662,0.3333333432674408,0.8369949460029602,,
,,,4,189,,,,1.537236213684082,0.3399122655391693
9.982345363823697e-05,1.21533203125,0.3333333432674408,5,199,,,,,
9.9786018836312e-05,0.49652099609375,1.0,5,209,,,,,
9.974498971132562e-05,1.845703125,0.0,5,219,,,,,
,,,5,227,1.4352586269378662,0.3472222089767456,0.8137626647949219,,
,,,5,227,,,,1.4237662553787231,0.34429824352264404
9.970037353923544e-05,1.5526123046875,0.3333333432674408,6,229,,,,,
9.965217759599909e-05,1.1379241943359375,0.3333333432674408,6,239,,,,,
9.960039460565895e-05,1.29052734375,0.5,6,249,,,,,
9.954503912013024e-05,0.944091796875,0.5,6,259,,,,,
,,,6,265,1.38543701171875,0.3055555820465088,0.8425294756889343,,
,,,6,265,,,,1.434633493423462,0.44298243522644043
9.948611841537058e-05,0.8807373046875,0.5,7,269,,,,,
