lr,train_loss_step,train_acc_step,epoch,step,val_loss,val_acc,val_auroc_macro,train_loss_epoch,train_acc_epoch
9.000000318337698e-06,2.07421875,0.0,0,9,,,,,
1.8999999156221747e-05,1.12890625,1.0,0,19,,,,,
2.9000000722589903e-05,0.5927734375,1.0,0,29,,,,,
3.899999865097925e-05,1.13330078125,0.25,0,39,,,,,
4.8999998398358e-05,0.753662109375,1.0,0,49,,,,,
5.900000178371556e-05,1.222900390625,0.5,0,59,,,,,
6.900000153109431e-05,2.689453125,0.0,0,69,,,,,
7.899999764049426e-05,1.0068359375,0.25,0,79,,,,,
8.900000102585182e-05,2.32275390625,0.0,0,89,,,,,
9.899999713525176e-05,0.94140625,1.0,0,99,,,,,
9.999999747378752e-05,2.8916015625,0.0,0,109,,,,,
9.99999901978299e-05,0.64404296875,1.0,0,119,,,,,
9.999997564591467e-05,1.1334228515625,0.5,0,129,,,,,
9.999996109399945e-05,0.99267578125,1.0,0,139,,,,,
9.99999392661266e-05,0.5098876953125,1.0,0,149,,,,,
9.999991743825376e-05,0.7886962890625,0.5,0,159,,,,,
9.999988105846569e-05,2.2470703125,0.0,0,169,,,,,
9.999984467867762e-05,1.39306640625,0.0,0,179,,,,,
9.999980102293193e-05,1.028564453125,0.5,0,189,,,,,
9.999975736718625e-05,3.716796875,0.0,0,199,,,,,
,,,0,199,1.5106664896011353,0.2506284713745117,0.7221710085868835,,
,,,0,199,,,,1.641636610031128,0.35791656374931335
9.999970643548295e-05,2.4619140625,0.0,1,209,,,,,
9.999964822782204e-05,0.4832763671875,1.0,1,219,,,,,
9.999959002016112e-05,1.57958984375,0.3333333432674408,1,229,,,,,
9.99995245365426e-05,1.135009765625,0.25,1,239,,,,,
9.999945177696645e-05,1.041259765625,0.3333333432674408,1,249,,,,,
9.99993717414327e-05,1.750244140625,0.3333333432674408,1,259,,,,,
9.999929170589894e-05,0.38330078125,1.0,1,269,,,,,
9.999920439440757e-05,1.1600341796875,0.25,1,279,,,,,
9.99991170829162e-05,1.025146484375,0.25,1,289,,,,,
9.999902249546722e-05,2.63671875,0.0,1,299,,,,,
9.999892063206062e-05,1.240234375,0.3333333432674408,1,309,,,,,
9.99988114926964e-05,0.4383544921875,1.0,1,319,,,,,
9.999870235333219e-05,1.1806640625,1.0,1,329,,,,,
9.999858593801036e-05,1.76953125,0.0,1,339,,,,,
9.999846952268854e-05,0.171417236328125,1.0,1,349,,,,,
9.999833855545148e-05,0.720458984375,1.0,1,359,,,,,
9.999820758821443e-05,0.650390625,1.0,1,369,,,,,
9.999807662097737e-05,2.0205078125,0.0,1,379,,,,,
9.99979383777827e-05,1.548095703125,0.0,1,389,,,,,
9.999779285863042e-05,1.392578125,0.0,1,399,,,,,
,,,1,399,1.416313886642456,0.24635496735572815,0.7643483281135559,,
